Ligand SMILES,activity_class
CCCN(c1cc(cc(n1)N(C)C[C@H]1C[C@@H]1C)C(=O)N[C@@H](Cc1ccccc1)[C@H](C)N)S(C)(=O)=O,moderately_active
COC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(nc(c1)N(C)S(C)(=O)=O)N(C)C[C@H]1C[C@@H]1C,moderately_active
COC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(nc(c1)N(C)S(=O)(=O)C(C)C)N(C)C[C@H]1C[C@@H]1C,moderately_active
CCOC[C@H](N)[C@H](Cc1ccccc1)NC(=O)c1cc(nc(c1)N(C)S(=O)(=O)C(C)C)N(C)C[C@H]1C[C@@H]1C,moderately_active
COCCN(C[C@H]1C[C@@H]1C)c1cc(cc(n1)N(C)S(=O)(=O)C(C)C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](N)COC,very_active
C[C@@H](NC(=O)c1cc(cc(c1)C(=O)N[C@H](CO)Cc1ccccc1)N(C)S(C)(=O)=O)c1ccc(F)cc1,moderately_active
C[C@@H](NC(=O)c1cc(cc(c1)C(=O)N[C@H](CN)Cc1ccccc1)N(C)S(C)(=O)=O)c1ccc(F)cc1,moderately_active
CC(C)CNC(=O)CNC[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O,moderately_active
CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O,very_active
CC[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O)C(=O)NCC(C)C,very_active
CCC[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O)C(=O)NCC(C)C,very_active
CC(C)CNC(=O)[C@H](CCO)NC[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O,moderately_active
CC(C)CNC(=O)[C@H](CCS(C)(=O)=O)NC[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O,moderately_active
CCNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O,moderately_active
C[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O)C(=O)NC1CC1,moderately_active
C[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O)C(=O)NCc1ccccc1,moderately_active
C[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O)C(=O)N1CCCC1C(O)=O,inactive
CC(C)CNC(=O)[C@H](C)NC[C@H](Cc1ccccc1)NC(=O)c1cc(\C=C/[C@H]2C[C@@H]2C)cc(c1)N(C)S(C)(=O)=O,moderately_active
C[C@@H](NC(=O)c1cc(cc(c1)-c1nnc(o1)[C@](C)([NH3+])Cc1ccccc1)N(C)S(C)(=O)=O)c1ccc(F)cc1,
CC(C)C(=O)c1cc(cc(c1)-c1nnc(o1)[C@](C)([NH3+])Cc1ccccc1)N(C)S(C)(=O)=O,
CCCN(c1cc(\C=C/C2CC2C)cc(c1)-c1nnc(o1)[C@](C)([NH3+])Cc1ccccc1)S(C)(=O)=O,
C[C@@H](NC(=O)c1cc(cc(c1)-c1ccccc1C(C)=O)C(=O)N[C@H](CO)Cc1ccccc1)c1ccccc1,moderately_active
C[C@@H](NC(=O)c1cc(cc(c1)-c1ccccc1C(C)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCC=C)c1ccccc1,moderately_active
CC(C)NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)-c1ccccc1C(C)=O)C(=O)N[C@H](C)c1ccccc1,moderately_active
C[C@@H](NC(=O)c1cc(cc(c1)-c1ccccc1C(C)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC1)c1ccccc1,moderately_active
C[C@@H](NC(=O)c1cc(cc(c1)-c1ccccc1C(C)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCC1CC1)c1ccccc1,moderately_active
C[C@@H](NC(=O)c1cc(cc(c1)-c1ccccc1C(C)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCC1)c1ccccc1,moderately_active
C[C@@H](NC(=O)c1cc(cc(c1)-c1ccccc1C(C)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1ccccc1)c1ccccc1,moderately_active
C[C@@H](NC(=O)c1cc(cc(c1)-c1ccccc1C(C)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNc1ccccc1)c1ccccc1,moderately_active
C[C@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)-c1ccccc1C(C)=O)C(=O)N[C@H](C)c1ccccc1)c1ccccc1,moderately_active
C[C@@H](NC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)-c1ccccc1C(C)=O)C(=O)N[C@H](C)c1ccccc1)c1ccccc1,moderately_active
C[C@@H](NC(=O)c1cc(cc(c1)-c1ccccc1C(C)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(C)Cc1ccccc1)c1ccccc1,inactive
C[C@@H](NC(=O)c1cc(cc(c1)-c1ccccc1C(C)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1CCC1)c1ccccc1,inactive
C[C@@H](NC(=O)c1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC1)N(C)S(C)(=O)=O)c1ccccc1,moderately_active
CC[C@H](NC[C@H](Cc1ccccc1)NC(=O)c1cc(cc(c1)C(=O)N[C@H](C)c1ccc(F)cc1)N(C)S(C)(=O)=O)C(=O)NCC(C)C,very_active
CNC(=O)c1cc(cc(c1)C(=O)NC(CO)Cc1cccc(OC)c1)N(C)S(C)(=O)=O,inactive
CN(c1cc2cc(c1)C(=O)NC(CO)Cc1cccc(OCCNC2=O)c1)S(C)(=O)=O,moderately_active
CC[C@H](NCC1Cc2cccc(OCCNC(=O)c3cc(cc(c3)C(=O)N1)N(C)S(C)(=O)=O)c2)C(=O)NCC(C)C,moderately_active
CC[C@H](NCC1Cc2cccc(CCCCCc3cc(cc(c3)C(=O)N1)N(C)S(C)(=O)=O)c2)C(=O)NCC(C)C,moderately_active
CC[C@H](NCC1Cc2cccc(CCCCc3cc(cc(c3)C(=O)N1)N(C)S(C)(=O)=O)c2)C(=O)NCC(C)C,moderately_active
CCCC[C@H](NC[C@@H]1Cc2cccc(CCCCc3cc(cc(c3)C(=O)N1)N(CCC)S(C)(=O)=O)c2)C(=O)NCC(C)C,very_active
Brc1ccc(N2CCOCC2)c(NC(=O)c2cccc3ccccc23)c1,inactive
CC(C)(C)OC(=O)N1CCN(CC1)c1ccc(Br)cc1NC(=O)c1cccc2ccccc12,moderately_active
Brc1ccc(N2CCN(Cc3ccccc3)CC2)c(NC(=O)c2cccc3ccccc23)c1,moderately_active
Brc1ccc(N2CCNCC2)c(NC(=O)c2cccc3ccccc23)c1,moderately_active
OCCN1CCN(CC1)c1ccc(Br)cc1NC(=O)c1cccc2ccccc12,moderately_active
O=C(Nc1cc(ccc1N1CCN(Cc2ccccc2)CC1)-c1ccccc1)c1cccc2ccccc12,moderately_active
O=C(Nc1cc(ccc1N1CCNCC1)-c1ccccc1)c1cccc2ccccc12,moderately_active
OCCN1CCN(CC1)c1ccc(cc1NC(=O)c1cccc2ccccc12)-c1ccccc1,moderately_active
CCOC(=O)CN1CCN(CC1)c1ccc(cc1NC(=O)c1cccc2ccccc12)-c1ccccc1,moderately_active
O=C(Nc1cc(ccc1N1CCN(CCCCCN2C(=O)c3ccccc3C2=O)CC1)-c1ccccc1)c1cccc2ccccc12,moderately_active
NCCCCCN1CCN(CC1)c1ccc(cc1NC(=O)c1cccc2ccccc12)-c1ccccc1,moderately_active
O[C@@H](CCN1CCN(CC1)c1ccc(cc1NC(=O)c1cccc2ccccc12)-c1ccccc1)c1ccccc1,moderately_active
O[C@H](CCN1CCN(CC1)c1ccc(cc1NC(=O)c1cccc2ccccc12)-c1ccccc1)c1ccccc1,moderately_active
O=C(Nc1cc(ccc1N1CCN(CC1)C(=O)c1ccccc1)-c1ccccc1)c1cccc2ccccc12,moderately_active
O=C(CCCCC1CCSS1)N1CCN(CC1)c1ccc(cc1NC(=O)c1cccc2ccccc12)-c1ccccc1,moderately_active
Brc1ccc(N2CCOCC2)c(NC(=O)c2cc3ccccc3oc2=O)c1,inactive
CC(C)(C)OC(=O)N1CCN(CC1)c1ccc(Br)cc1NC(=O)c1cc2ccccc2oc1=O,moderately_active
Brc1ccc(N2CCN(Cc3ccccc3)CC2)c(NC(=O)c2cc3ccccc3oc2=O)c1,moderately_active
Brc1ccc(N2CCNCC2)c(NC(=O)c2cc3ccccc3oc2=O)c1,moderately_active
OCCN1CCN(CC1)c1ccc(Br)cc1NC(=O)c1cc2ccccc2oc1=O,moderately_active
COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCOCC3)c(=O)oc12,inactive
COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCN(CC3)C(=O)OC(C)(C)C)c(=O)oc12,moderately_active
COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCN(Cc4ccccc4)CC3)c(=O)oc12,moderately_active
COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCNCC3)c(=O)oc12,moderately_active
COc1cccc2cc(C(=O)Nc3cc(Br)ccc3N3CCN(CCO)CC3)c(=O)oc12,moderately_active
CC(C)(C)OC(=O)N1CCN(CC1)c1ccc(cc1NC(=O)c1cc2ccccc2oc1=O)-c1ccccc1,inactive
O=C(Nc1cc(ccc1N1CCN(Cc2ccccc2)CC1)-c1ccccc1)c1cc2ccccc2oc1=O,moderately_active
O=C(Nc1cc(ccc1N1CCNCC1)-c1ccccc1)c1cc2ccccc2oc1=O,moderately_active
NC(=N)NC(=O)Cn1c(ccc1-c1ccccc1)-c1ccccc1,moderately_active
NC(=N)NC(=O)Cn1c(ccc1C12CC3CC(CC(C3)C1)C2)-c1ccccc1,moderately_active
CC(=O)c1ccc(Oc2ccc(cc2)-c2ccc(-c3ccccc3Cl)n2CC(=O)NC(N)=N)cc1,moderately_active
OCCCNC(=N)NC(=O)Cn1c(ccc1C12CC3CC(CC(C3)C1)C2)-c1ccccc1,moderately_active
CCCOc1ccc(cc1)-c1ccc(-c2ccccc2Cl)n1CC(=O)NC(=N)NCCCO,moderately_active
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](CC)C(=O)NCCC(O)=O,moderately_active
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](CC)C(=O)NCCCC(O)=O,moderately_active
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](CC)C(=O)NCCCCC(O)=O,moderately_active
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](CC)C(=O)NCCCCCC(O)=O,moderately_active
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](CC)C(=O)NCCCCCCCC(O)=O,moderately_active
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](CC)C(=O)NC[C@H]1CC[C@@H](CC1)C(O)=O,moderately_active
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](CC)C(=O)NCCCCCCCC(=O)OC,moderately_active
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](CC)C(=O)N[C@@H]1C[C@@H](C[C@@H](C1)OC)OC,moderately_active
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](CC)C(=O)NCc1ccccc1,moderately_active
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](C)C(=O)NC[C@H]1CC[C@@H](CC1)C(O)=O,moderately_active
CCC[C@H](C[C@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)c1cccc(c1)C(=O)N(CCC)CCC)C(=O)NC[C@H]1CC[C@@H](CC1)C(O)=O,moderately_active
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)CCC(=O)NC[C@H]1CC[C@@H](CC1)C(O)=O,moderately_active
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](CC(C)C)C(=O)NC[C@H]1CC[C@@H](CC1)C(O)=O,moderately_active
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC[C@H]1CC[C@@H](CC1)C(O)=O,inactive
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)C[C@@H](C)C(=O)NCC(C)C,moderately_active
CCCN(CCC)C(=O)c1cccc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@@H](O)CC(=O)N[C@@H](C(C)C)C(=O)N[C@@H]1C[C@@H](C[C@@H](C1)C(O)=O)C(O)=O,very_active
CC(C)[C@H](NC(=O)C[C@H](O)[C@H](Cc1cc(F)cc(F)c1)NC(=O)C(O)c1ccccc1-c1ccccc1)C(=O)N[C@@H]1C[C@@H](C[C@@H](C1)C(O)=O)C(O)=O,moderately_active
CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,
CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,
CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)NCc1ccccc1,
CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1,
CC(C)C[C@H](NC(=O)[C@H](CS(C)(=O)=O)NC(=O)OC(C)(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1,
CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)NCc1ccccc1,
CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1,
CSC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1,
CC(C)C[C@H](NC(=O)[C@H](CS(C)(=O)=O)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1,
CSCC[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1,
CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1,
CC(C)C[C@H](NC(=O)[C@H](CCS(C)(=O)=O)NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1,
CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1,
CSCC[C@H](NC(=O)[C@@H](NC(C)=O)C(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,moderately_active
CSCC[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](CC(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C(C)C)C(=O)NCc1ccccc1,very_active
CC(C)C[C@H](NC(=O)C(O)c1cccc2ccccc12)[C@@H](O)CC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,moderately_active
CC(C)C[C@H](NC(=O)C(O)c1cccc2ccccc12)[C@@H](O)C[C@@H](C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,moderately_active
CN(C1CCCCC1)C(=O)CCN1Cc2cc(ccc2N=C1N)C(=O)c1ccccc1,
CN(C1CCCCC1)C(=O)c1cccc(CN2Cc3cc(Oc4ccccc4)ccc3N=C2N)c1,
CN(C1CCCCC1)C(=O)CCC(C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N,
CN(C1CCCCC1)C(=O)CC[C@@H](C1CCCCC1)N1Cc2cc(Oc3ccccc3)ccc2N=C1N,
OC1=NC(=NC2CCCCC2)C2(CCN(Cc3ccccc3)CC2)N1c1ccccc1,inactive
O=C1NC2(CCN(Cc3ccccc3)CC2)C(NC2CCCCC2)=N1,inactive
CC(C)CCN1C(=O)N=C(NC2CCCCC2)C11CCN(Cc2ccccc2)CC1,inactive
O=C1N=C(NC2CCCCC2)C2(CCN(Cc3ccccc3)CC2)N1Cc1ccccc1,inactive
OC1=NC(=NC2CCCCC2)C2(CCN(Cc3ccccc3)CC2)N1c1cccc(F)c1,inactive
CC(=O)Nc1ccc(cc1)N1C(O)=NC(=NC2CCCCC2)C11CCN(Cc2ccccc2)CC1,moderately_active
OC1=NC(=NC2CCCCC2)C2(CCNCC2)N1c1cccc(F)c1,inactive
OC1=NC(=NC2CCCCC2)C2(CCN(CC2)c2ccc(F)cc2)N1c1cccc(F)c1,inactive
CC(=O)Nc1ccc(CN2CCC3(CC2)N(C(O)=NC3=NC2CCCCC2)c2cccc(F)c2)cc1,moderately_active
OC1=NC(=NC2CCCCC2)C2(CCN(Cc3cccc(c3)-c3ccccc3)CC2)N1c1cccc(F)c1,moderately_active
Cc1ccccc1-c1cccc(CN2CCC3(CC2)N(C(O)=NC3=NC2CCCCC2)c2cccc(F)c2)c1,moderately_active
Cc1ccc(Nc2cc(ncn2)-c2ccccc2)cc1NS(C)(=O)=O,inactive
CS(=O)(=O)Nc1cccc(Nc2cc(ncn2)-c2ccccc2)c1,inactive
CS(=O)(=O)Nc1cc(Nc2cc(ncn2)-c2ccccc2)ccc1Cl,inactive
CS(=O)(=O)Nc1cc(Nc2cc(ncn2)-c2ccccc2)ccc1Br,inactive
CS(=O)(=O)Nc1cc(Nc2cc(ncn2)-c2ccccc2)ccc1F,inactive
COc1ccc(Nc2cc(ncn2)-c2ccccc2)cc1NS(C)(=O)=O,inactive
CS(=O)(=O)Nc1cc(Nc2cc(ncn2)-c2ccccc2)ccc1-c1ccccc1,inactive
CS(=O)(=O)Nc1cc(Nc2cc(ncn2)-c2ccccc2)ccc1CC=C,inactive
[O-][N+](=O)c1cc(Nc2cc(ncn2)-c2ccccc2)ccc1Br,inactive
Nc1cc(Nc2cc(ncn2)-c2ccccc2)ccc1Br,inactive
CC(=O)Nc1cc(Nc2cc(ncn2)-c2ccccc2)ccc1C,inactive
CN(c1cc(Nc2cc(ncn2)-c2ccccc2)ccc1C)S(C)(=O)=O,inactive
CN(C)c1ccccc1-c1cc(Nc2ccc(C)c(NS(C)(=O)=O)c2)ncn1,inactive
CN(C)c1ccc(cc1)-c1cc(Nc2ccc(C)c(NS(C)(=O)=O)c2)ncn1,inactive
Cc1ccc(Nc2cc(ncn2)-c2ccccc2C)cc1NS(C)(=O)=O,inactive
Cc1ccc(Nc2cc(ncn2)-c2ccc(cc2)-c2ccccc2)cc1NS(C)(=O)=O,inactive
Cc1ccc(Nc2cc(ncn2)-c2ccc(CCCO)cc2)cc1NS(C)(=O)=O,inactive
Cc1ccc(Nc2cc(ncn2)-c2ccc3OCCOc3c2)cc1NS(C)(=O)=O,inactive
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCCS1(=O)=O,very_active
CCc1cn2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F,very_active
CCc1cn2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1ccccc1,moderately_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1ccccc1)N1CCCCS1(=O)=O,moderately_active
CCc1cn2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(C)(C)CCCC(C)C,very_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC(C)(C)CCCC(C)C)N1CCCCS1(=O)=O,moderately_active
CCc1cn2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCCCC1,very_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCCCC1)N1CCCCS1(=O)=O,moderately_active
CCc1cn2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC1,moderately_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CC1)N1CCCCS1(=O)=O,moderately_active
CCc1cn2CCS(=O)(=O)N(C)c3cc(cc1c23)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC,moderately_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC)N1CCCCS1(=O)=O,moderately_active
CCOc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCC1=O,moderately_active
CCOc1cc(cc(c1)C1=C(C)CCC1=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F,moderately_active
CCOc1cc(cc(c1)-c1ccccc1C(C)=O)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F,moderately_active
CCOc1cc(cc(c1)-c1ccccc1C#N)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F,moderately_active
CCOc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCS1(=O)=O,moderately_active
CCOc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCCS1(=O)=O,very_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCCS1(=O)=O,very_active
CCCc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCCS1(=O)=O,very_active
CC(C)Nc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F)N1CCCCS1(=O)=O,moderately_active
CCOc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC(F)(F)F)c1)N1CCCCS1(=O)=O,very_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC(F)(F)F)c1)N1CCCCS1(=O)=O,very_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1ccccc1)N1CCCCS1(=O)=O,moderately_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN[C@H]1CCc2ccccc12)N1CCCCS1(=O)=O,moderately_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC1CCc2ccc(OC)cc12)N1CCCCS1(=O)=O,moderately_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cnn(CC)c1)N1CCCCS1(=O)=O,moderately_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1)N1CCCCS1(=O)=O,very_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNCc1cccc(OC)c1)N1CCCCS1(=O)=O,very_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cc1ccco1)[C@H](O)CNCc1cccc(OC)c1)N1CCCCS1(=O)=O,moderately_active
CCNc1cc(cc(c1)C(=O)N[C@@H](Cn1cccn1)[C@H](O)CNCc1cccc(OC)c1)N1CCCCS1(=O)=O,moderately_active
CCNc1cc(cc(c1)C(=O)N[C@@H](CC(C)C)[C@H](O)CNCc1cccc(OC)c1)N1CCCCS1(=O)=O,moderately_active
CCNc1cc(N2CCCCS2(=O)=O)c(F)c(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(OC)c1,very_active
CCNc1cc(N2CCCCS2(=O)=O)c(F)c(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cnn(CC)c1,very_active
CCNc1cc(N2CCCCS2(=O)=O)c(F)c(c1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNCc1cccc(c1)C(F)(F)F,very_active
CCCCNC(=O)[C@H](C)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CCSC)NC(=O)CCC(C)C,moderately_active
